,Triage,Features,History_days,Weather_avg_h,Model,Parameters,NumTrgSamples,NumTestSamples,TrainAcc,TestAcc,Precision,Recall,F1,TP,TN,FP,FN,ImprOverMajTest,ImprOverMajTrain
50,pulse_Triage,History,3,-1,LR,l2-0.001,2672,296,0.7159703104087595,0.7159671034671035,0.0,0.0,0.0,0.0,212.5,0.0,84.3,0.0,0.0
51,pulse_Triage,History,3,-1,LR,l2-0.003,2672,296,0.7159703104087595,0.7159671034671035,0.0,0.0,0.0,0.0,212.5,0.0,84.3,0.0,0.0
52,pulse_Triage,History,3,-1,LR,l2-0.006,2672,296,0.7159703104087595,0.7159671034671035,0.0,0.0,0.0,0.0,212.5,0.0,84.3,0.0,0.0
53,pulse_Triage,History,3,-1,LR,l2-0.01,2672,296,0.7159703104087595,0.7159671034671035,0.0,0.0,0.0,0.0,212.5,0.0,84.3,0.0,0.0
54,pulse_Triage,History,3,-1,LR,l2-0.03,2672,296,0.7272386432675645,0.72742173992174,0.741919191919192,0.08661996447069513,0.15460211382198488,7.3,210.1,2.4,77.0,0.011454636454636513,0.011268332858805019
55,pulse_Triage,History,3,-1,LR,l2-0.06,2672,296,0.7292227787031702,0.7284307034307034,0.723026973026973,0.10947502033084155,0.18930372611223514,9.2,209.0,3.5,75.1,0.012463599963599914,0.013252468294410735
56,pulse_Triage,History,3,-1,LR,l2-0.1,2672,296,0.7301585895972936,0.7291029666029665,0.7005391353572468,0.13114481250820492,0.21964714257140344,11.0,207.8,4.7,73.3,0.013135863135863013,0.014188279188534159
57,pulse_Triage,History,3,-1,LR,l2-0.3,2672,296,0.7308699616865109,0.7307853307853308,0.6955186003367119,0.143591315078346,0.2361359064286562,12.1,207.4,5.1,72.2,0.01481822731822735,0.014899651277751391
58,pulse_Triage,History,3,-1,LR,l2-0.6,2672,296,0.7308699616865109,0.7307853307853308,0.6955186003367119,0.143591315078346,0.2361359064286562,12.1,207.4,5.1,72.2,0.01481822731822735,0.014899651277751391
59,pulse_Triage,History,3,-1,LR,l2-1,2672,296,0.7313939137823193,0.7304474929474929,0.6907566955748071,0.143591315078346,0.2359211297963538,12.1,207.3,5.2,72.2,0.014480389480389433,0.015423603373559858
60,pulse_Triage,History,3,-1,LR,l2-10,2672,296,0.7312441571368682,0.7304474929474929,0.6907566955748071,0.143591315078346,0.2359211297963538,12.1,207.3,5.2,72.2,0.014480389480389433,0.01527384672810872
61,pulse_Triage,History,3,-1,LR,l2-100,2672,296,0.7312441571368682,0.7304474929474929,0.6907566955748071,0.143591315078346,0.2359211297963538,12.1,207.3,5.2,72.2,0.014480389480389433,0.01527384672810872
62,pulse_Triage,History,3,-1,LR,l2-1e-05,2672,296,0.7159703104087595,0.7159671034671035,0.0,0.0,0.0,0.0,212.5,0.0,84.3,0.0,0.0
63,pulse_Triage,History,3,-1,LR,l2-1e-06,2672,296,0.7159703104087595,0.7159671034671035,0.0,0.0,0.0,0.0,212.5,0.0,84.3,0.0,0.0
64,pulse_Triage,History,3,-1,LR,l2-3,2672,296,0.7312441571368682,0.7304474929474929,0.6907566955748071,0.143591315078346,0.2359211297963538,12.1,207.3,5.2,72.2,0.014480389480389433,0.01527384672810872
65,pulse_Triage,History,3,-1,LR,l2-30,2672,296,0.7312441571368682,0.7304474929474929,0.6907566955748071,0.143591315078346,0.2359211297963538,12.1,207.3,5.2,72.2,0.014480389480389433,0.01527384672810872
66,pulse_Triage,History,3,-1,LR,l2-300,2672,296,0.7312441571368682,0.7304474929474929,0.6907566955748071,0.143591315078346,0.2359211297963538,12.1,207.3,5.2,72.2,0.014480389480389433,0.01527384672810872
67,pulse_Triage,History,3,-1,LR,l2-3e-05,2672,296,0.7159703104087595,0.7159671034671035,0.0,0.0,0.0,0.0,212.5,0.0,84.3,0.0,0.0
68,pulse_Triage,History,3,-1,LR,l2-3e-06,2672,296,0.7159703104087595,0.7159671034671035,0.0,0.0,0.0,0.0,212.5,0.0,84.3,0.0,0.0
69,pulse_Triage,History,3,-1,LR,l2-6,2672,296,0.7312441571368682,0.7304474929474929,0.6907566955748071,0.143591315078346,0.2359211297963538,12.1,207.3,5.2,72.2,0.014480389480389433,0.01527384672810872
70,pulse_Triage,History,3,-1,LR,l2-60,2672,296,0.7312441571368682,0.7304474929474929,0.6907566955748071,0.143591315078346,0.2359211297963538,12.1,207.3,5.2,72.2,0.014480389480389433,0.01527384672810872
71,pulse_Triage,History,3,-1,LR,l2-600,2672,296,0.7312441571368682,0.7304474929474929,0.6907566955748071,0.143591315078346,0.2359211297963538,12.1,207.3,5.2,72.2,0.014480389480389433,0.01527384672810872
72,pulse_Triage,History,3,-1,LR,l2-6e-05,2672,296,0.7159703104087595,0.7159671034671035,0.0,0.0,0.0,0.0,212.5,0.0,84.3,0.0,0.0
73,pulse_Triage,History,3,-1,LR,l2-6e-06,2672,296,0.7159703104087595,0.7159671034671035,0.0,0.0,0.0,0.0,212.5,0.0,84.3,0.0,0.0
74,pulse_Triage,History,3,-1,RF,10-10-None,2672,296,0.7530696889635181,0.7392108017108018,0.7178948646024382,0.2267731289037512,0.343341125353051,19.1,205.0,7.5,65.2,0.02324369824369832,0.037099378554758644
75,pulse_Triage,History,3,-1,RF,10-10-auto,2672,296,0.7530322778254798,0.7375273000272999,0.6892858670823221,0.27490895419827355,0.39092278905420713,23.2,201.9,10.6,61.1,0.021560196560196476,0.0370619674167203
76,pulse_Triage,History,3,-1,RF,10-10-log2,2672,296,0.7530322778254798,0.7375273000272999,0.6892858670823221,0.27490895419827355,0.39092278905420713,23.2,201.9,10.6,61.1,0.021560196560196476,0.0370619674167203
77,pulse_Triage,History,3,-1,RF,10-2-None,2672,296,0.7342766451372806,0.7334812084812085,0.745072662844402,0.1307589688543827,0.22108061462563705,11.1,209.0,3.5,73.2,0.017514105014104997,0.018306334728521167
78,pulse_Triage,History,3,-1,RF,10-2-auto,2672,296,0.7334155444259365,0.731124306124306,0.7534436396936398,0.11590673248315901,0.19986799728255183,9.8,209.3,3.2,74.5,0.015157202657202551,0.017445234017177014
79,pulse_Triage,History,3,-1,RF,10-2-log2,2672,296,0.7334155444259365,0.731124306124306,0.7534436396936398,0.11590673248315901,0.19986799728255183,9.8,209.3,3.2,74.5,0.015157202657202551,0.017445234017177014
80,pulse_Triage,History,3,-1,RF,10-3-None,2672,296,0.7427000220823796,0.7402209027209027,0.7462123951638019,0.1751173058982124,0.28217481209175926,14.8,207.7,4.8,69.5,0.024253799253799224,0.02672971167362015
